"Q1.Likert.scale","Sheet","Column","Column_Num","Q2.Likert.scale","Q3.Likert.scale","Q4.Likert.scale","Q5.Likert.scale","Q6.Likert.scale","Q7.Likert.scale","Q8.Likert.scale","Q9.Likert.scale"
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,3,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q5.Likert.scale",19,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,5,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,1,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,1,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,4,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,1,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,4,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,1,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,3,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,1,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,1,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,1,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,2,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,4,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,3,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q7.Likert.scale",27,NA,NA,NA,NA,NA,4,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,3,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,3,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,2,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,3,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,2,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,2,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,2,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,2,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,3,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,4,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,5,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,4,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,3,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,4,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,4,NA
NA,"DARWIN_DEEPSEEK_LTM","Q8.Likert.scale",31,NA,NA,NA,NA,NA,NA,2,NA
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,1
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,4
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,4
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,3
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,1
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,1
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,3
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,3
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
NA,"DARWIN_DEEPSEEK_LTM","Q9.Likert.scale",35,NA,NA,NA,NA,NA,NA,NA,2
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
4,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
5,"DARWIN_GPT_ACT","Q1.Likert.scale",3,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,5,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,3,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q2.Likert.scale",7,4,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,4,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q3.Likert.scale",11,NA,5,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,5,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,3,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q4.Likert.scale",15,NA,NA,4,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,4,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,2,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,5,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q5.Likert.scale",19,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,3,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,3,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,3,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,2,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q6.Likert.scale",23,NA,NA,NA,NA,3,NA,NA,NA
NA,"DARWIN_GPT_ACT","Q7.Likert.scale",27,NA,NA,NA,NA,NA,3,NA,NA
